Region,Sub-Category,Sales,Quantity,Discount,Profit,Shipping Cost,gender,Order_Priority_Encoded,Order_year,Order_month,Order_day,Category_Furniture,Category_Office Supplies,Category_Technology
Central,Labels,24.48,4,0.5,-5.88,0.91,M,2.0,2011,11,28,0,1,0
North,Binders,7.26,2,0.5,-2.22,0.91,M,1.0,2013,6,20,0,1,0
Southeast Asia,Paper,21.5922,2,0.47,-13.4478,0.91,F,2.0,2012,8,10,0,1,0
Central Asia,Storage,33.12,2,0.0,4.62,0.91,F,2.0,2013,5,14,0,1,0
Oceania,Binders,24.192,4,0.1,9.312,0.91,F,2.0,2013,6,24,0,1,0
Southeast Asia,Labels,23.43,4,0.45,-8.97,0.91,M,2.0,2014,9,26,0,1,0
Oceania,Labels,39.204,4,0.1,17.364,0.91,F,2.0,2013,11,4,0,1,0
Southeast Asia,Paper,23.85,2,0.47,-8.13,0.91,M,2.0,2012,11,16,0,1,0
Oceania,Binders,9.27,2,0.5,-4.65,0.91,M,3.0,2013,6,14,0,1,0
North Asia,Envelopes,10.74,1,0.0,0.21,0.91,M,2.0,2013,11,28,0,1,0
Oceania,Fasteners,10.08,2,0.4,-3.06,0.91,M,2.0,2012,11,9,0,1,0
Oceania,Binders,13.896,4,0.4,-5.184,0.91,M,2.0,2014,9,8,0,1,0
Oceania,Art,32.382,1,0.4,-7.038,0.91,M,2.0,2014,5,7,0,1,0
West,Binders,4.752,2,0.5,-3.168,0.91,M,2.0,2014,5,16,0,1,0
Central,Binders,10.78,5,0.5,-17.248,0.91,M,2.0,2013,11,20,0,1,0
East,Furnishings,8.32,5,0.2,2.288,0.91,F,2.0,2011,3,11,1,0,0
Central,Binders,13.776,6,0.5,-22.0416,0.91,Unknown,2.0,2014,3,18,0,1,0
West,Art,11.68,2,0.0,5.4896,0.91,M,2.0,2012,9,18,0,1,0
Central,Paper,10.368,2,0.2,3.6288,0.91,F,2.0,2013,12,28,0,1,0
West,Art,13.12,5,0.2,1.148,0.91,F,2.0,2012,12,11,0,1,0
East,Art,5.56,2,0.0,2.224,0.91,F,3.0,2014,9,4,0,1,0
West,Furnishings,12.42,3,0.0,4.4712,0.91,M,2.0,2013,7,18,1,0,0
Central,Envelopes,7.072,2,0.2,2.3868,0.91,M,3.0,2013,5,11,0,1,0
East,Labels,6.912,3,0.2,2.5056,0.91,M,3.0,2012,8,24,0,1,0
East,Furnishings,8.28,2,0.0,2.9808,0.91,F,3.0,2012,5,31,1,0,0
EMEA,Labels,11.28,1,0.0,2.01,0.91,M,3.0,2011,11,8,0,1,0
EMEA,Envelopes,16.284,1,0.5,-4.086,0.91,M,2.0,2013,12,7,0,1,0
EMEA,Supplies,14.208,1,0.5,-8.892,0.91,F,2.0,2014,8,22,0,1,0
Africa,Supplies,28.062,2,0.5,-25.278,0.91,M,2.0,2014,9,2,0,1,0
Africa,Accessories,29.49,1,0.0,3.81,0.91,F,2.0,2012,11,16,0,0,1
Africa,Binders,11.55,1,0.0,2.76,0.91,F,3.0,2011,6,14,0,1,0
Canada,Binders,5.91,1,0.0,0.51,0.91,M,3.0,2014,6,18,0,1,0
Africa,Labels,39.48,4,0.0,16.08,0.91,Unknown,2.0,2012,11,13,0,1,0
Africa,Labels,21.78,2,0.0,8.46,0.91,M,2.0,2013,8,17,0,1,0
Africa,Appliances,22.455,1,0.5,-17.985,0.91,M,2.0,2014,7,9,0,1,0
Africa,Art,25.38,1,0.0,8.37,0.91,Unknown,2.0,2013,2,22,0,1,0
EMEA,Fasteners,10.95,1,0.0,4.26,0.91,M,2.0,2014,3,6,0,1,0
North,Fasteners,15.24,2,0.0,4.56,0.91,M,2.0,2012,11,10,0,1,0
South,Envelopes,15.6,3,0.0,5.88,0.91,M,2.0,2012,11,12,0,1,0
Central,Accessories,61.8,5,0.4,4.1,0.91,M,2.0,2011,6,5,0,0,1
South,Envelopes,35.84,4,0.0,17.2,0.91,M,2.0,2011,6,9,0,1,0
Central,Envelopes,12.8,2,0.0,4.96,0.91,M,3.0,2013,11,18,0,1,0
Central,Labels,12.48,2,0.0,1.6,0.91,M,2.0,2012,12,3,0,1,0
Central,Paper,44.8,5,0.0,20.1,0.91,M,2.0,2014,9,8,0,1,0
South,Binders,7.7,1,0.0,0.46,0.9,M,3.0,2014,12,2,0,1,0
Caribbean,Storage,8.56,1,0.2,1.92,0.9,M,2.0,2012,10,17,0,1,0
North,Binders,9.06,3,0.0,3.66,0.9,M,2.0,2014,4,30,0,1,0
Central,Binders,15.615,3,0.5,-5.085,0.9,M,3.0,2014,12,1,0,1,0
North,Labels,8.34,2,0.0,2.28,0.9,M,2.0,2014,8,1,0,1,0
Central,Binders,10.08,2,0.5,-0.84,0.9,M,3.0,2012,6,1,0,1,0
North,Storage,17.01,2,0.5,-1.05,0.9,M,2.0,2011,1,4,0,1,0
Central,Fasteners,11.46,1,0.0,4.68,0.9,Unknown,2.0,2014,4,7,0,1,0
Central,Art,17.01,1,0.0,7.14,0.9,M,2.0,2014,9,22,0,1,0
South,Fasteners,21.84,2,0.0,8.28,0.9,M,2.0,2014,3,25,0,1,0
Southeast Asia,Labels,14.784,4,0.45,-10.536,0.9,F,2.0,2013,10,22,0,1,0
Southeast Asia,Art,11.8524,1,0.17,1.2624,0.9,M,2.0,2013,1,10,0,1,0
Oceania,Fasteners,12.474,1,0.1,5.544,0.9,M,2.0,2013,2,26,0,1,0
North Asia,Phones,410.22,3,0.0,81.99,0.9,F,2.0,2014,2,14,0,0,1
North Asia,Labels,11.85,2,0.5,-2.37,0.9,M,2.0,2012,9,3,0,1,0
Southeast Asia,Labels,11.1936,2,0.47,-5.7264,0.9,M,2.0,2011,11,14,0,1,0
Oceania,Fasteners,14.256,2,0.4,0.216,0.9,Unknown,2.0,2012,1,18,0,1,0
East,Envelopes,4.72,2,0.2,1.652,0.9,M,3.0,2011,8,25,0,1,0
Central,Furnishings,28.4,2,0.0,11.076,0.9,F,2.0,2014,11,24,1,0,0
West,Labels,20.7,2,0.0,9.936,0.9,Unknown,2.0,2013,6,11,0,1,0
West,Art,8.82,3,0.0,2.3814,0.9,F,3.0,2013,11,4,0,1,0
Central,Art,19.68,6,0.0,5.7072,0.9,M,2.0,2011,3,17,0,1,0
East,Paper,12.96,2,0.0,6.2208,0.9,M,2.0,2012,9,15,0,1,0
South,Binders,7.23,5,0.5,-5.784,0.9,F,2.0,2012,7,5,0,1,0
West,Binders,11.784,3,0.2,4.2717,0.9,M,2.0,2014,9,18,0,1,0
Central,Appliances,12.992,2,0.5,-32.48,0.9,M,2.0,2014,2,10,0,1,0
South,Art,11.76,5,0.2,1.323,0.9,F,2.0,2012,11,12,0,1,0
East,Binders,10.896,3,0.2,3.9498,0.9,M,2.0,2011,5,3,0,1,0
Central,Paper,10.368,2,0.2,3.6288,0.9,F,2.0,2012,1,3,0,1,0
West,Binders,11.784,3,0.2,3.9771,0.9,F,2.0,2013,8,5,0,1,0
Central,Accessories,13.48,1,0.0,1.8872,0.9,F,3.0,2014,9,8,0,0,1
West,Binders,8.32,5,0.2,2.808,0.9,Unknown,3.0,2013,11,17,0,1,0
South,Labels,4.608,2,0.2,1.6704,0.9,M,2.0,2012,3,9,0,1,0
East,Paper,12.96,2,0.0,6.2208,0.9,F,2.0,2013,7,9,0,1,0
Central,Binders,13.748,9,0.5,-22.6842,0.9,F,2.0,2014,1,2,0,1,0
South,Supplies,5.552,2,0.2,-1.041,0.9,M,3.0,2011,8,12,0,1,0
South,Furnishings,4.712,1,0.2,1.4136,0.9,M,1.0,2012,11,8,1,0,0
Central,Binders,13.184,4,0.5,-20.4352,0.9,F,2.0,2013,5,10,0,1,0
East,Binders,32.088,7,0.2,11.2308,0.9,M,2.0,2014,8,22,0,1,0
EMEA,Storage,10.77,1,0.0,0.0,0.9,M,4.0,2014,1,29,0,1,0
Africa,Supplies,15.18,1,0.0,0.3,0.9,F,2.0,2014,8,8,0,1,0
EMEA,Binders,11.52,2,0.5,-15.84,0.9,F,3.0,2011,11,23,0,1,0
EMEA,Labels,8.28,2,0.5,-4.98,0.9,F,3.0,2013,2,8,0,1,0
Africa,Art,14.022,1,0.5,-10.758,0.9,M,2.0,2012,12,3,0,1,0
EMEA,Paper,9.564,1,0.5,-13.176,0.9,Unknown,2.0,2014,2,7,0,1,0
EMEA,Furnishings,20.208,2,0.5,-10.152,0.9,F,1.0,2013,9,23,1,0,0
Africa,Fasteners,13.5,1,0.0,5.4,0.9,Unknown,2.0,2014,8,18,0,1,0
Africa,Art,14.7,1,0.0,2.94,0.9,M,1.0,2014,8,28,0,1,0
Africa,Labels,14.04,2,0.0,5.04,0.9,M,2.0,2014,6,9,0,1,0
Africa,Binders,6.03,1,0.0,1.86,0.9,M,2.0,2012,1,30,0,1,0
Africa,Fasteners,11.82,1,0.0,3.9,0.9,M,2.0,2013,6,11,0,1,0
EMEA,Labels,8.55,1,0.0,1.11,0.9,F,3.0,2011,9,23,0,1,0
EMEA,Fasteners,11.232,2,0.5,-15.168,0.9,M,2.0,2012,11,6,0,1,0
Africa,Envelopes,25.308,4,0.5,-33.012,0.9,F,2.0,2012,6,7,0,1,0
South,Fasteners,16.092,3,0.4,-10.488,0.9,M,2.0,2012,12,21,0,1,0
Central,Furnishings,23.48,2,0.0,3.72,0.9,M,2.0,2012,1,5,1,0,0
North,Binders,5.72,1,0.0,1.54,0.9,M,3.0,2014,6,13,0,1,0
South,Fasteners,10.92,3,0.5,-7.92,0.9,M,2.0,2013,5,31,0,1,0
Caribbean,Binders,13.68,3,0.0,3.12,0.9,M,2.0,2014,9,15,0,1,0
South,Labels,13.26,3,0.0,6.36,0.9,F,2.0,2014,4,16,0,1,0
North,Labels,12.0,2,0.0,3.12,0.89,M,2.0,2012,6,7,0,1,0
North,Labels,17.28,3,0.0,1.68,0.89,Unknown,2.0,2011,10,17,0,1,0
Caribbean,Fasteners,21.84,3,0.2,3.0,0.89,M,2.0,2013,5,31,0,1,0
North,Supplies,16.1,1,0.0,1.76,0.89,M,2.0,2011,1,10,0,1,0
Caribbean,Labels,7.38,3,0.4,0.0,0.89,M,3.0,2014,8,26,0,1,0
South,Storage,12.312,3,0.4,1.812,0.89,F,2.0,2013,5,12,0,1,0
North,Binders,30.3,3,0.0,2.1,0.89,M,2.0,2014,12,23,0,1,0
North,Accessories,19.665,1,0.5,-2.385,0.89,Unknown,2.0,2014,8,23,0,0,1
South,Art,56.61,3,0.0,14.13,0.89,M,2.0,2012,4,4,0,1,0
North,Storage,29.76,2,0.5,-23.22,0.89,F,2.0,2014,8,8,0,1,0
North,Labels,15.48,3,0.5,-0.99,0.89,M,2.0,2013,12,24,0,1,0
Central,Labels,9.6,2,0.0,2.88,0.89,M,2.0,2013,11,6,0,1,0
Central,Storage,9.234,1,0.1,1.614,0.89,M,3.0,2011,3,27,0,1,0
South,Binders,10.53,1,0.0,2.4,0.89,F,2.0,2013,6,13,0,1,0
North,Fasteners,14.13,1,0.0,3.24,0.89,M,2.0,2013,1,21,0,1,0
Central,Binders,29.22,2,0.0,9.6,0.89,Unknown,2.0,2013,7,24,0,1,0
South,Labels,9.12,1,0.0,3.99,0.89,M,3.0,2012,2,18,0,1,0
Southeast Asia,Labels,17.76,2,0.0,5.46,0.89,M,2.0,2011,1,7,0,1,0
North Asia,Binders,39.33,3,0.0,7.83,0.89,M,2.0,2014,12,5,0,1,0
Central Asia,Art,8.43,1,0.5,-0.51,0.89,M,2.0,2012,6,19,0,1,0
Oceania,Supplies,72.954,7,0.1,-2.436,0.89,M,1.0,2012,10,26,0,1,0
Southeast Asia,Binders,11.934,2,0.15,-1.866,0.89,Unknown,2.0,2014,3,4,0,1,0
East,Binders,10.752,4,0.2,3.36,0.89,M,2.0,2012,12,3,0,1,0
West,Binders,13.904,2,0.2,4.5188,0.89,F,2.0,2014,12,31,0,1,0
East,Storage,15.008,2,0.2,1.5008,0.89,F,2.0,2012,10,3,0,1,0
East,Paper,13.52,4,0.0,6.2192,0.89,F,2.0,2012,11,1,0,1,0
West,Binders,7.52,5,0.2,2.632,0.89,F,2.0,2012,6,7,0,1,0
West,Paper,20.34,3,0.0,9.3564,0.89,Unknown,2.0,2014,4,27,0,1,0
East,Furnishings,28.0,4,0.2,7.7,0.89,F,2.0,2013,9,24,1,0,0
East,Paper,10.368,2,0.2,3.6288,0.89,M,2.0,2013,5,24,0,1,0
East,Envelopes,16.98,1,0.0,8.49,0.89,F,2.0,2014,4,5,0,1,0
West,Art,14.576,2,0.2,2.3686,0.89,M,2.0,2011,9,25,0,1,0
West,Labels,14.73,3,0.0,7.2177,0.89,F,2.0,2013,2,5,0,1,0
East,Furnishings,12.99,1,0.0,1.5588,0.89,M,2.0,2014,12,5,1,0,0
South,Binders,12.39,3,0.0,5.8233,0.89,F,2.0,2011,12,13,0,1,0
West,Binders,4.158,7,0.5,-3.465,0.89,F,3.0,2013,11,4,0,1,0
East,Labels,17.28,6,0.0,7.9488,0.89,M,2.0,2011,12,21,0,1,0
East,Binders,9.728,2,0.2,3.2832,0.89,M,2.0,2013,10,28,0,1,0
East,Paper,6.48,1,0.0,3.1104,0.89,F,3.0,2013,12,11,0,1,0
Africa,Binders,12.24,2,0.0,0.48,0.89,F,2.0,2014,4,22,0,1,0
EMEA,Labels,21.48,2,0.0,8.58,0.89,F,2.0,2014,8,23,0,1,0
Africa,Binders,14.19,1,0.0,2.97,0.89,Unknown,2.0,2011,11,19,0,1,0
Africa,Supplies,26.46,1,0.0,9.24,0.89,F,3.0,2012,5,26,0,1,0
Africa,Fasteners,10.86,1,0.0,4.32,0.89,M,2.0,2013,8,29,0,1,0
Africa,Supplies,3.888,1,0.5,-4.542,0.89,F,3.0,2012,11,15,0,1,0
EMEA,Envelopes,49.32,1,0.0,4.92,0.89,M,2.0,2013,11,18,0,1,0
EMEA,Binders,6.03,1,0.0,1.86,0.89,Unknown,3.0,2014,9,29,0,1,0
Africa,Fasteners,5.688,1,0.5,-12.912,0.89,F,3.0,2014,1,29,0,1,0
EMEA,Labels,3.012,1,0.5,-4.368,0.89,M,4.0,2014,3,24,0,1,0
EMEA,Storage,4.5,1,0.5,-5.85,0.89,F,4.0,2011,4,20,0,1,0
Africa,Art,7.353,1,0.5,-7.377,0.89,M,2.0,2012,4,9,0,1,0
EMEA,Binders,8.328,2,0.5,-5.472,0.89,M,3.0,2014,4,1,0,1,0
Africa,Envelopes,9.51,1,0.0,0.75,0.89,M,3.0,2013,10,1,0,1,0
EMEA,Binders,8.58,1,0.0,1.35,0.89,F,2.0,2011,8,16,0,1,0
EMEA,Art,27.93,1,0.0,3.06,0.89,M,2.0,2014,12,17,0,1,0
EMEA,Binders,15.51,1,0.0,0.45,0.89,M,2.0,2013,1,1,0,1,0
EMEA,Art,9.912,1,0.5,-6.948,0.89,F,2.0,2014,6,19,0,1,0
South,Paper,12.24,3,0.5,-18.36,0.89,Unknown,2.0,2012,10,9,0,1,0
North,Labels,20.08,4,0.0,9.2,0.89,M,3.0,2013,9,18,0,1,0
Caribbean,Envelopes,33.44,5,0.2,-4.66,0.89,M,2.0,2013,11,15,0,1,0
South,Paper,21.204,3,0.4,-4.956,0.89,M,2.0,2013,11,22,0,1,0
Caribbean,Fasteners,14.144,2,0.2,-1.256,0.89,Unknown,2.0,2014,9,29,0,1,0
South,Supplies,14.0,2,0.0,3.08,0.89,F,2.0,2013,3,11,0,1,0
Central,Art,21.336,2,0.4,-6.424,0.89,F,2.0,2014,12,11,0,1,0
South,Envelopes,19.2,3,0.0,7.44,0.88,F,2.0,2011,12,21,0,1,0
North,Binders,11.44,2,0.0,3.08,0.88,Unknown,2.0,2013,5,25,0,1,0
Central,Envelopes,6.4,1,0.0,2.48,0.88,M,1.0,2013,12,11,0,1,0
North,Labels,33.92,4,0.0,8.08,0.88,Unknown,2.0,2011,6,20,0,1,0
South,Labels,8.64,1,0.0,3.36,0.88,M,2.0,2014,5,9,0,1,0
North,Labels,10.71,3,0.5,-2.43,0.88,M,2.0,2012,12,6,0,1,0
South,Labels,13.32,2,0.0,6.24,0.88,F,3.0,2012,5,31,0,1,0
North,Fasteners,5.745,1,0.5,-5.655,0.88,F,3.0,2011,12,21,0,1,0
Central,Labels,27.0,4,0.0,3.96,0.88,M,2.0,2012,4,27,0,1,0
Central,Storage,18.522,2,0.1,3.882,0.88,F,2.0,2013,12,23,0,1,0
Central,Binders,11.61,3,0.0,1.08,0.88,M,3.0,2014,8,16,0,1,0
Southeast Asia,Labels,9.4128,2,0.47,-4.4472,0.88,F,3.0,2014,5,25,0,1,0
North Asia,Bookcases,246.9,2,0.0,91.9954,0.88,M,2.0,2013,10,15,1,0,0
Central Asia,Binders,12.225,5,0.5,-3.675,0.88,M,2.0,2014,10,22,0,1,0
North Asia,Binders,29.37,2,0.5,-0.03,0.88,F,3.0,2012,10,5,0,1,0
Central Asia,Binders,12.9,2,0.0,4.74,0.88,M,2.0,2014,5,27,0,1,0
North Asia,Fasteners,10.95,2,0.5,-2.01,0.88,Unknown,2.0,2014,12,27,0,1,0
Southeast Asia,Storage,9.84,1,0.0,1.26,0.88,M,3.0,2014,12,3,0,1,0
Oceania,Labels,15.714,3,0.4,-1.386,0.88,Unknown,2.0,2013,5,24,0,1,0
Central,Fasteners,10.824,3,0.2,2.5707,0.88,M,2.0,2014,11,25,0,1,0
East,Furnishings,8.352,6,0.2,1.2528,0.88,F,2.0,2012,5,8,1,0,0
East,Paper,7.3,2,0.0,3.431,0.88,M,3.0,2012,11,7,0,1,0
South,Art,12.84,3,0.0,3.7236,0.88,M,2.0,2014,11,27,0,1,0
East,Fasteners,3.168,2,0.2,-0.7128,0.88,F,4.0,2012,11,1,0,1,0
East,Labels,7.31,1,0.0,3.4357,0.88,M,2.0,2014,3,18,0,1,0
South,Labels,9.216,4,0.2,3.3408,0.88,F,2.0,2012,12,25,0,1,0
South,Binders,10.38,2,0.5,-7.612,0.88,M,2.0,2013,5,15,0,1,0
South,Binders,9.81,5,0.5,-6.867,0.88,M,3.0,2011,7,5,0,1,0
South,Furnishings,13.28,2,0.0,6.3744,0.88,F,2.0,2013,9,23,1,0,0
West,Furnishings,20.04,6,0.0,8.8176,0.88,Unknown,2.0,2011,11,5,1,0,0
West,Art,16.74,3,0.0,4.8546,0.88,M,2.0,2014,9,20,0,1,0
West,Binders,13.904,2,0.2,4.5188,0.88,M,2.0,2014,11,18,0,1,0
West,Paper,13.38,2,0.0,6.1548,0.88,M,2.0,2013,5,28,0,1,0
Central,Fasteners,15.12,5,0.2,4.914,0.88,M,2.0,2014,1,23,0,1,0
South,Labels,11.784,3,0.2,4.2717,0.88,M,2.0,2012,7,5,0,1,0
Central,Appliances,5.432,2,0.5,-13.58,0.88,F,3.0,2014,1,3,0,1,0
East,Labels,5.904,2,0.2,1.9926,0.88,M,3.0,2012,6,19,0,1,0
Africa,Labels,11.37,1,0.0,4.08,0.88,M,2.0,2012,11,13,0,1,0
EMEA,Labels,10.17,1,0.0,4.56,0.88,M,2.0,2014,9,10,0,1,0
Africa,Fasteners,13.32,1,0.0,5.46,0.88,M,2.0,2011,6,26,0,1,0
EMEA,Binders,98.46,2,0.0,39.36,0.88,F,2.0,2014,10,23,0,1,0
EMEA,Binders,7.83,1,0.0,3.21,0.88,M,2.0,2011,4,4,0,1,0
Africa,Fasteners,6.57,2,0.5,-6.81,0.88,F,3.0,2014,1,29,0,1,0
Africa,Art,14.598,1,0.5,-11.202,0.88,M,2.0,2012,12,18,0,1,0
EMEA,Supplies,13.956,1,0.5,-6.984,0.88,M,2.0,2012,5,24,0,1,0
EMEA,Art,40.26,2,0.0,10.44,0.88,F,2.0,2013,10,5,0,1,0
EMEA,Accessories,14.94,1,0.5,-21.69,0.88,M,2.0,2014,4,30,0,0,1
EMEA,Labels,9.51,1,0.0,0.66,0.88,F,2.0,2014,8,22,0,1,0
EMEA,Binders,17.52,2,0.0,8.04,0.88,M,2.0,2013,8,9,0,1,0
Africa,Labels,10.98,1,0.0,4.83,0.88,M,3.0,2011,1,26,0,1,0
EMEA,Binders,6.03,1,0.0,1.86,0.88,M,3.0,2012,9,5,0,1,0
EMEA,Labels,11.37,1,0.0,4.08,0.88,M,2.0,2014,5,13,0,1,0
EMEA,Storage,10.26,1,0.0,2.64,0.88,F,2.0,2011,6,7,0,1,0
EMEA,Envelopes,16.02,1,0.5,-22.05,0.88,Unknown,2.0,2014,7,31,0,1,0
Africa,Fasteners,9.84,1,0.0,3.63,0.88,Unknown,2.0,2013,7,2,0,1,0
Africa,Binders,17.496,2,0.5,-23.964,0.88,F,2.0,2014,9,18,0,1,0
EMEA,Binders,5.7,1,0.0,2.37,0.88,M,4.0,2014,6,5,0,1,0
Canada,Furnishings,23.91,1,0.0,6.69,0.88,M,2.0,2011,4,21,1,0,0
EMEA,Art,12.768,2,0.5,-7.392,0.88,M,2.0,2013,12,27,0,1,0
EMEA,Binders,6.132,1,0.5,-8.448,0.88,M,1.0,2011,10,6,0,1,0
Central,Paper,12.528,2,0.4,-8.152,0.88,M,2.0,2014,11,20,0,1,0
Central,Storage,11.04,1,0.0,1.86,0.88,M,2.0,2014,11,23,0,1,0
North,Fasteners,13.64,2,0.0,3.4,0.88,M,2.0,2012,9,25,0,1,0
South,Chairs,581.4,2,0.0,91.9954,0.88,M,2.0,2014,7,21,1,0,0
South,Storage,18.684,3,0.4,-8.136,0.88,M,2.0,2013,11,27,0,1,0
South,Binders,6.4,2,0.0,1.44,0.88,M,3.0,2013,11,19,0,1,0
Central,Chairs,65.136,2,0.4,-21.744,0.88,F,2.0,2013,4,8,1,0,0
Central,Furnishings,31.88,2,0.0,7.32,0.88,F,2.0,2011,4,26,1,0,0
Caribbean,Fasteners,14.624,2,0.2,-2.016,0.87,F,2.0,2011,6,30,0,1,0
Central,Binders,12.78,1,0.0,5.49,0.87,M,2.0,2012,12,1,0,1,0
South,Binders,12.36,1,0.0,1.23,0.87,F,2.0,2013,8,5,0,1,0
Central,Binders,7.335,3,0.5,-3.825,0.87,M,1.0,2014,11,13,0,1,0
South,Binders,14.31,3,0.0,6.12,0.87,F,2.0,2012,1,18,0,1,0
Central,Binders,28.02,2,0.0,10.32,0.87,F,2.0,2014,11,20,0,1,0
Central Asia,Envelopes,45.6,4,0.0,0.84,0.87,M,2.0,2014,12,9,0,1,0
North Asia,Labels,13.14,2,0.0,1.26,0.87,F,3.0,2011,12,2,0,1,0
Central Asia,Art,30.15,3,0.0,13.5,0.87,M,3.0,2014,8,6,0,1,0
Southeast Asia,Binders,11.8773,3,0.17,4.2273,0.87,M,3.0,2014,10,27,0,1,0
Oceania,Labels,14.688,2,0.1,0.108,0.87,F,2.0,2012,12,18,0,1,0
Southeast Asia,Art,18.249,2,0.45,-12.951,0.87,M,2.0,2014,12,23,0,1,0
North Asia,Binders,13.11,1,0.0,2.61,0.87,M,2.0,2013,3,7,0,1,0
Southeast Asia,Binders,8.16,1,0.0,1.95,0.87,F,2.0,2014,10,13,0,1,0
Southeast Asia,Binders,12.5745,1,0.17,2.7045,0.87,Unknown,2.0,2013,3,19,0,1,0
Oceania,Art,13.095,1,0.1,1.725,0.87,M,2.0,2013,4,10,0,1,0
West,Art,8.82,3,0.0,2.3814,0.87,F,2.0,2014,9,19,0,1,0
East,Binders,14.28,1,0.0,6.5688,0.87,M,2.0,2013,10,29,0,1,0
Central,Furnishings,12.22,1,0.0,3.666,0.87,M,2.0,2013,9,6,1,0,0
West,Labels,9.96,2,0.0,4.5816,0.87,M,2.0,2012,12,13,0,1,0
South,Paper,12.96,2,0.0,6.2208,0.87,F,2.0,2012,4,20,0,1,0
East,Supplies,14.72,5,0.2,-3.312,0.87,M,2.0,2013,11,11,0,1,0
West,Binders,6.608,2,0.2,2.2302,0.87,M,3.0,2012,8,8,0,1,0
East,Paper,12.448,2,0.2,3.89,0.87,M,2.0,2011,11,17,0,1,0
East,Furnishings,9.96,2,0.0,3.2868,0.87,M,2.0,2013,4,17,1,0,0
Central,Paper,15.84,3,0.0,7.128,0.87,M,2.0,2011,11,10,0,1,0
West,Binders,27.24,5,0.2,9.534,0.87,M,2.0,2013,9,30,0,1,0
West,Phones,107.88,3,0.2,10.788,0.87,M,3.0,2014,11,17,0,0,1
Central,Furnishings,7.968,3,0.5,-2.3904,0.87,F,3.0,2014,12,29,1,0,0
West,Furnishings,20.24,1,0.0,7.8936,0.87,M,2.0,2012,5,26,1,0,0
Central,Paper,10.688,2,0.2,3.7408,0.87,M,2.0,2014,6,3,0,1,0
East,Art,7.98,3,0.0,2.0748,0.87,M,2.0,2013,2,14,0,1,0
West,Furnishings,22.752,3,0.2,7.11,0.87,Unknown,2.0,2014,8,22,1,0,0
Canada,Binders,6.12,1,0.0,0.24,0.87,M,1.0,2013,2,4,0,1,0
EMEA,Envelopes,8.436,1,0.5,-6.144,0.87,Unknown,2.0,2014,2,7,0,1,0
EMEA,Binders,10.08,1,0.0,4.62,0.87,M,2.0,2014,6,23,0,1,0
EMEA,Art,17.76,4,0.5,-16.08,0.87,F,2.0,2014,12,21,0,1,0
Africa,Labels,21.48,2,0.0,4.26,0.87,M,2.0,2014,6,28,0,1,0
EMEA,Art,14.22,1,0.0,0.27,0.87,M,2.0,2013,6,16,0,1,0
EMEA,Binders,8.94,1,0.0,1.95,0.87,M,2.0,2012,5,23,0,1,0
Africa,Art,19.14,1,0.0,4.2,0.87,F,2.0,2013,11,6,0,1,0
Africa,Labels,22.98,2,0.0,4.32,0.87,M,2.0,2011,9,12,0,1,0
Central,Labels,16.32,3,0.0,2.4,0.87,F,3.0,2013,12,19,0,1,0
North,Labels,25.08,6,0.0,2.16,0.87,Unknown,2.0,2012,10,23,0,1,0
South,Storage,14.32,2,0.0,7.0,0.87,M,2.0,2013,9,26,0,1,0
South,Binders,13.88,2,0.0,1.24,0.87,Unknown,2.0,2012,4,30,0,1,0
North,Envelopes,24.92,2,0.0,0.24,0.87,M,2.0,2014,10,2,0,1,0
Central,Storage,12.888,3,0.4,1.908,0.86,M,3.0,2012,10,22,0,1,0
Central,Fasteners,22.76,2,0.0,0.2,0.86,F,1.0,2013,6,11,0,1,0
Caribbean,Binders,14.7,3,0.0,3.48,0.86,F,2.0,2011,5,10,0,1,0
Central,Fasteners,6.672,1,0.4,-0.128,0.86,M,3.0,2014,12,4,0,1,0
North,Binders,15.9,3,0.0,3.48,0.86,M,2.0,2011,11,15,0,1,0
North,Fasteners,21.68,2,0.0,6.04,0.86,M,2.0,2011,11,2,0,1,0
South,Envelopes,14.0,1,0.0,0.84,0.86,M,2.0,2013,2,13,0,1,0
Central,Labels,6.34,1,0.0,2.2,0.86,F,2.0,2012,12,28,0,1,0
South,Fasteners,15.03,1,0.0,6.0,0.86,M,2.0,2013,8,29,0,1,0
South,Art,60.42,2,0.0,9.66,0.86,M,2.0,2013,8,9,0,1,0
Central,Binders,5.7,1,0.0,2.37,0.86,M,3.0,2011,8,9,0,1,0
Central,Envelopes,13.05,1,0.0,4.68,0.86,M,2.0,2012,11,9,0,1,0
Central,Binders,52.56,6,0.0,24.12,0.86,F,2.0,2014,9,16,0,1,0
Central,Art,16.02,1,0.0,0.63,0.86,M,2.0,2014,10,13,0,1,0
North,Binders,12.06,3,0.5,-1.98,0.86,F,2.0,2014,9,26,0,1,0
Central Asia,Labels,10.71,2,0.5,-8.19,0.86,M,3.0,2012,12,9,0,1,0
North Asia,Binders,5.325,1,0.5,-2.685,0.86,M,3.0,2014,6,3,0,1,0
Central Asia,Fasteners,34.2,3,0.0,0.27,0.86,M,2.0,2013,7,22,0,1,0
North Asia,Binders,13.83,1,0.0,3.3,0.86,M,3.0,2013,1,29,0,1,0
Oceania,Labels,9.99,1,0.1,3.66,0.86,F,2.0,2012,6,1,0,1,0
